Systematic Name,Molecular Weight
YHR070C-A,15292.3
YOR053W,15293.6
YOR382W,15303.0
YNR042W,15307.5
YBR252W,15307.5
YHR059W,15307.9
YBL012C,15310.3
YKL115C,15329.9
YNL143C,15335.2
YNL269W,15336.8
YER074W,15348.1
YIL069C,15348.1
YMR193C-A,15365.2
YNL031C,15378.3
YBR010W,15378.3
YER187W,15381.5
YCR028C-A,15387.3
YDR445C,15389.8
YGR114C,15405.6
YOR285W,15410.4
YDR209C,15411.8
YER135C,15430.4
YMR292W,15436.8
YPR063C,15441.0
YKL097C,15453.8
YOR369C,15461.8
YHL037C,15465.6
YOR012W,15479.7
YCL007C,15487.5
YBL018C,15503.5
YBR269C,15505.6
YNL266W,15509.0
YER159C,15511.8
YDR157W,15513.2
YDR471W,15525.5
YBR134W,15530.1
YLR245C,15536.3
YGL087C,15543.8
YKL138C,15544.8
YDR366C,15544.9
YHR010W,15551.6
YDR433W,15578.0
YDR504C,15586.7
YCL012C,15591.1
Q0010,15626.7
YOR055W,15628.0
YJL075C,15629.1
YKL031W,15631.3
YMR252C,15644.1
YKR049C,15656.3
YJR044C,15660.6
YKR033C,15668.5
YPR064W,15671.9
YDL123W,15672.1
YIL060W,15680.9
YIL004C,15721.0
YOL165C,15721.1
YJL027C,15727.9
YPR123C,15746.6
YER093C-A,15759.5
YDR482C,15768.9
YLR101C,15769.5
YOL127W,15775.9
YCR064C,15777.5
YPR153W,15782.7
YDR511W,15786.3
YPL185W,15804.0
YML024W,15805.7
YBR226C,15810.9
YBR167C,15820.5
YDR447C,15820.7
YAL059C-A,15830.1
YLR076C,15837.7
YJR104C,15849.8
YGR230W,15859.6
YDR513W,15861.6
YIL066W-A,15863.6
YDL083C,15863.7
YMR143W,15863.7
YDR100W,15875.5
YLL050C,15896.9
YNL302C,15897.3
YIL027C,15910.6
YIL051C,15912.5
YDR544C,15917.5
YOL121C,15923.4
YPL197C,15924.1
YGL054C,15929.0
YLR112W,15934.3
YEL009C-A,15955.4
YBR188C,15969.1
YMR074C,15970.6
YDR360W,15976.6
YDL062W,15987.9
YER068C-A,15992.5
YCR049C,15995.4
YOR218C,16013.8
YOL040C,16017.2
YLR013W,16025.0
YKL167C,16026.0
YER145C-A,16030.1
YBR266C,16031.6
YBR064W,16039.2
YNL226W,16048.8
YGL108C,16054.8
YNL319W,16058.3
YPR132W,16061.2
YGR118W,16061.2
YDR308C,16063.5
YBR012C,16066.1
YJR067C,16070.2
YGL069C,16078.0
YDR437W,16079.7
YCR025C,16084.2
YER035W,16087.7
YBL049W,16094.7
YGR265W,16098.6
YNL081C,16106.3
YEL033W,16108.5
YBR109C,16115.9
YPR017C,16121.6
YNL113W,16130.9
YGR259C,16131.1
YPR100W,16138.1
YKL160W,16144.5
YBL021C,16146.1
YNL235C,16153.0
YGL102C,16167.3
YBL083C,16170.3
YNL105W,16170.5
YOR186W,16172.6
YOR333C,16206.1
YJL104W,16222.3
YGR243W,16242.1
YHR056W-A,16251.4
YDR059C,16279.7
Q0182,16281.4
YNR022C,16286.0
YGR074W,16288.2
YHL034W-A,16294.3
YBL077W,16331.1
YOR309C,16346.9
YBR210W,16349.5
YEL027W,16352.8
YIR015W,16359.4
YMR148W,16387.3
YCR071C,16394.5
YDL086C-A,16395.5
YOR298C-A,16420.0
YBR258C,16423.5
YGL106W,16435.5
YDL092W,16442.1
YBR082C,16453.9
YLL053C,16459.5
YFL067W,16473.5
YEL045C,16483.9
YNL328C,16484.7
YBL025W,16496.8
YOR224C,16504.6
YBR282W,16509.4
YIL040W,16511.8
YPL144W,16574.4
YJL143W,16590.5
YER046W,16599.0
YIL029C,16600.0
YCL056C,16604.1
YER137C,16610.7
YDR252W,16623.1
YHR126C,16633.6
YDR397C,16641.0
YKL066W,16667.4
YMR002W,16672.7
YNL185C,16681.0
YLR317W,16685.3
YNL205C,16690.0
YOR286W,16706.6
YML009W-B,16731.2
YGL103W,16741.9
YOR052C,16744.3
YDL219W,16745.7
YGL199C,16747.4
YPL170W,16748.6
YBR173C,16754.0
YDL110C,16758.6
YNL131W,16770.5
YPR082C,16773.6
YGR290W,16783.5
YBR285W,16811.0
YJL211C,16825.7
YMR151W,16858.5
YLL044W,16864.2
YOR325W,16881.7
YDR526C,16912.8
YPL059W,16925.6
YGL118C,16928.3
YIL087C,16931.8
YOR226C,16939.0
YNR036C,16940.2
YDL121C,16948.4
YLR042C,16950.2
YOR392W,16950.3
YJL220W,16978.5
YIL171W-A,16978.5
YAR075W,17010.7
YLL052C,17014.3
YPL037C,17018.4
YDL004W,17019.6
YHR136C,17033.0
YPL234C,17038.6
YDR064W,17045.2
YDR450W,17049.9
YML026C,17049.9
YHL030W-A,17060.1
YER050C,17068.2
YHR217C,17082.8
YNR004W,17092.7
YIR005W,17095.3
YEL034W,17103.4
YNL255C,17107.9
YDR063W,17117.5
YJR047C,17120.5
YHL006C,17121.9
YNL089C,17126.0
YIL062C,17131.6
YDL208W,17135.3
YCL058C,17139.5
YER044C,17141.4
YGL187C,17141.8
YNL052W,17147.8
YKL067W,17168.9
YFL012W,17185.8
YMR298W,17204.8
YIL111W,17205.0
YFR033C,17210.9
YMR159C,17220.7
YLR167W,17234.5
YNL281W,17235.4
YGR203W,17248.8
YLR218C,17257.9
YGL230C,17265.3
YMR236W,17312.8
YHR116W,17319.0
YGR293C,17323.6
YHR051W,17339.8
YEL048C,17345.1
YDR462W,17358.6
YEL028W,17363.0
YMR008C-A,17365.17
YNL339W-A,17365.2
YPL283W-A,17365.2
YML133W-A,17365.2
YJR058C,17365.2
YER190C-A,17365.2
YGR296C-A,17365.2
YNR010W,17373.6
YOL108C,17383.1
YDR155C,17390.9
YMR260C,17423.3
YER030W,17440.6
YPL225W,17440.8
YHR021W-A,17442.6
YGR107W,17442.7
YAL026C-A,17452.4
YDR092W,17464.1
YFL063W,17481.6
YMR158W,17481.9
YDR344C,17504.2
YPR062W,17504.2
YFR057W,17508.1
YPR053C,17527.7
YGR031C-A,17543.6
YIL071W-A,17544.9
YDL172C,17565.0
YHL041W,17566.3
YHL042W,17574.7
YGR148C,17581.0
YMR181C,17596.6
YNL179C,17627.1
YGL031C,17647.1
YDL125C,17677.7
YPL282C,17713.5
YOR394W,17713.5
YJL175W,17728.8
YIL065C,17738.7
YPR098C,17741.2
YOR339C,17745.3
YCR087C-A,17754.8
YBR048W,17775.3
YDR025W,17775.3
YBR135W,17789.9
YGR275W,17792.9
YEL054C,17828.9
YDR418W,17828.9
YCL001W-A,17830.3
YLR315W,17851.2
YOR013W,17883.9
YLR421C,17889.1
YPR187W,17894.9
YPR168W,17901.1
YPL135W,17904.4
YNL120C,17913.9
YLR008C,17916.6
YDL064W,17917.6
YHL002C-A,17936.1
YGL214W,17936.8
YGL259W,17948.7
YCR099C,17951.7
YER014C-A,18005.8
YAR068W,18018.8
YHR214W-A,18045.9
YPL073C,18051.5
YNL157W,18057.3
YOR044W,18097.2
YFL051C,18103.4
YGL041W-A,18112.5
YBR113W,18113.1
YHR182C-A,18113.2
YFL017C,18130.0
YHR180W,18130.6
YLR170C,18151.4
YFR003C,18183.1
YDR396W,18188.1
YLR281C,18214.5
YLR068W,18215.7
YGR030C,18216.2
YOR276W,18216.4
YBR191W,18262.6
YDR014W-A,18275.3
YPL079W,18294.7
YPL200W,18303.4
YCR006C,18307.6
YIL016W,18315.6
YPR193C,18329.7
YBR077C,18346.0
YOL099C,18353.6
YML094W,18359.1
YIL098C,18372.3
YJR055W,18383.5
YJL096W,18406.9
YBR244W,18410.3
YPL071C,18432.9
YKR074W,18432.9
YML077W,18438.1
YDR545C-A,18443.9
YPR136C,18449.5
YDR187C,18449.8
YKL122C,18451.7
YCR063W,18462.8
YOR150W,18479.8
YML030W,18482.7
YPR188C,18501.6
YLR349W,18504.8
YMR022W,18515.5
YLR074C,18521.2
YLR400W,18522.0
YEL044W,18549.3
YOL143C,18552.7
YDR535C,18564.0
YLR466C-A,18575.1
YLR467C-A,18575.1
YOR396C-A,18575.1
YJL011C,18592.3
YLL067W-A,18601.2
YLL066W-A,18601.2
YFL068W,18601.2
YLR010C,18604.8
YGR076C,18608.2
YGR296C-B,18609.1
YPR204C-A,18609.1
YPL283W-B,18609.1
YER190C-B,18609.1
YJL225W-A,18613.1
YIL177W-A,18613.1
YHL050W-A,18617.2
YBL113W-A,18623.1
YEL077W-A,18625.2
YPL187W,18634.2
YML133W-B,18635.2
YHR219C-A,18635.2
YNL339W-B,18635.2
YLR164W,18639.0
YIR037W,18643.6
YDR073W,18668.2
YDR024W,18672.8
YPR073C,18675.4
YBR120C,18692.0
YMR071C,18692.3
YHR193C,18702.2
YOR169C,18715.8
YKL056C,18726.2
YOR257W,18732.1
YIR022W,18766.0
YJL065C,18771.6
YOR357C,18774.9
YAL044C,18782.1
YFR026C,18808.5
YDR491C,18836.8
YDL008W,18851.3
YFR011C,18853.4
YBR300C,18892.3
YDR201W,18900.7
YKR020W,18901.1
YCL022C,18908.1
YPL034W,18918.5
YPL252C,18926.7
YPR149W,18974.3
YER067W,18979.3
YKL063C,19011.9
YPL223C,19012.8
YOL067C,19015.3
YOL071W,19045.0
YHR095W,19048.3
YDL046W,19048.9
YJR115W,19051.1
YDR404C,19059.2
YCL041C,19065.2
YDL177C,19072.3
YIL138C,19072.9
YLR050C,19095.9
YLR109W,19108.8
YML098W,19130.6
YDL235C,19157.8
YGR131W,19162.8
YMR040W,19195.4
YIL057C,19228.1
YKR040C,19240.3
YGL222C,19260.0
YCL033C,19287.4
YLL059C,19289.9
YJL122W,19301.4
YFL015C,19311.8
YPR150W,19327.8
YBR224W,19332.2
YGL235W,19337.1
YEL035C,19343.4
YDR260C,19347.2
YNL046W,19364.8
YEL018C-A,19372.7
YOR097C,19407.9
YJR017C,19408.0
YCR046C,19412.1
YNL044W,19413.8
YDR469W,19434.4
YOL163W,19468.2
YDR179C,19468.5
YMR042W,19482.7
YDL120W,19485.3
YKL026C,19488.8
YOL159C,19560.7
YPL038W,19565.8
YAL033W,19574.8
YKL153W,19610.0
YKL190W,19624.0
YBL091C-A,19681.0
YGL058W,19682.7
YPL044C,19684.0
YBR254C,19699.4
YDL094C,19702.4
YNL109W,19719.5
YKL069W,19724.4
YOR253W,19727.9
YPR102C,19732.0
YLL042C,19749.7
YGR085C,19762.0
YKL131W,19775.1
YBL006C,19797.7
YKL016C,19812.8
YHL043W,19815.9
YPL108W,19820.9
YOR383C,19824.3
YKL070W,19833.1
YCR087W,19835.7
YER066C-A,19864.8
YNL310C,19866.4
YAL055W,19880.1
YDL053C,19901.7
YKL013C,19910.0
YHR152W,19919.6
YML078W,19922.0
YBR022W,19939.0
YDR163W,19939.5
YMR035W,19941.4
YDR441C,19974.0
YPL148C,19977.4
YML073C,19980.8
YLR448W,20004.8
YER087C-A,20006.7
YJR097W,20016.6
YGR273C,20017.9
YLR339C,20031.2
YGL242C,20040.7
YNL133C,20043.2
YLR021W,20050.8
YOL129W,20098.4
YBR122C,20101.0
YOL024W,20111.4
YLR193C,20116.2
YGR049W,20123.8
YGL262W,20130.2
YNL208W,20151.5
YGL010W,20179.3
YJL161W,20189.5
YBR116C,20223.0
YGR174C,20225.4
YJR025C,20229.2
YKR007W,20230.3
YKR045C,20236.7
YDR178W,20252.8
YML011C,20260.6
YDL221W,20268.7
YPR028W,20272.7
YER007C-A,20276.8
YLR358C,20284.6
YER084W-A,20294.9
YJL124C,20304.2
YGR082W,20315.4
YPL211W,20385.9
YNL245C,20386.7
YLR356W,20399.6
YMR135W-A,20406.3
YBL090W,20413.2
YBR164C,20427.5
YCL066W,20428.7
YCR040W,20428.7
YFL064C,20431.6
YER134C,20440.6
YBR137W,20448.4
YFR054C,20456.1
YMR242C,20457.1
YOR312C,20457.1
YPR051W,20457.1
YER085C,20498.2
YOR331C,20504.4
YBR047W,20512.8
YDL192W,20529.7
YIL009C-A,20550.7
YKL180W,20572.9
YJL177W,20574.9
YLR370C,20579.8
YML022W,20580.9
YBR062C,20581.1
YHR214W,20584.6
YAR066W,20584.6
YOL120C,20593.7
YNL301C,20593.7
YLR463C,20600.5
YPL025C,20612.6
YPL021W,20633.1
YDR454C,20637.5
YOR148C,20651.6
YGL068W,20654.2
YDL137W,20657.8
YML036W,20661.0
YER066W,20682.7
YCR090C,20693.7
YEL066W,20698.7
YOR094W,20703.4
YAR023C,20704.2
YPR101W,20711.7
YBR067C,20716.8
YHR157W,20737.4
YLR065C,20762.9
YKL186C,20784.9
YGR102C,20797.3
YML055W,20808.1
YER148W-A,20817.9
YLL049W,20839.0
YOR252W,20854.4
YOR179C,20862.0
YMR009W,20870.5
YPR067W,20877.9
YDR401W,20877.9
YDL151C,20887.3
YPR142C,20919.4
YDR185C,20929.4
YHR100C,20949.4
YNL174W,20958.2
YDR032C,20959.8
YCL026C-B,20993.0
YHR189W,21048.6
YHR081W,21056.5
YHR060W,21074.9
YDR512C,21075.1
YBR217W,21105.0
YGR133W,21112.4
YCR101C,21114.1
YHR213W,21131.2
YPR046W,21131.3
YER042W,21140.1
YBR106W,21142.2
YNR024W,21149.8
YER034W,21186.8
YLR306W,21200.5
YCL026C-A,21231.3
YOR215C,21240.2
YKL202W,21244.8
YLR011W,21276.8
YER112W,21281.5
R0030W,21288.9
YHR121W,21320.8
YLR229C,21321.9
YDR413C,21336.2
YLR066W,21351.5
YPR197C,21382.7
YMR150C,21432.9
YPL218W,21444.8
YCR003W,21455.4
YGL231C,21467.1
YJL218W,21474.7
YNL090W,21475.0
YDL200C,21504.1
YHR089C,21506.9
YDR540C,21525.7
YER115C,21526.2
YLR254C,21526.5
YDR253C,21535.0
YOR163W,21574.8
YMR072W,21575.0
YGL147C,21580.3
YML028W,21583.8
YMR255W,21584.8
YIR017C,21604.1
YLR292C,21604.4
YER152W-A,21605.0
YDR453C,21615.0
YAL019W-A,21617.8
YIL164C,21621.4
YDR339C,21630.1
YOR096W,21632.5
YGR029W,21642.8
YNL096C,21646.6
YHR175W,21651.3
YDR537C,21660.5
YNL067W,21667.5
YPL010W,21679.8
YNL140C,21702.6
YIR032C,21718.9
YEL067C,21731.5
YBL027W,21736.8
YBR084C-A,21736.8
YCR086W,21745.5
YGL018C,21779.1
YFR017C,21782.3
YIL024C,21787.6
YBR264C,21834.3
YLR031W,21848.2
YPL099C,21848.5
YDL217C,21863.2
YHR148W,21897.8
YJL024C,21923.8
YGL165C,21924.8
YDR071C,21941.6
YOL146W,21944.3
YJL217W,21963.9
YOR297C,21976.6
YKR065C,21977.4
YDR121W,21985.6
YNL190W,21997.2
YDR373W,22001.1
YOR247W,22040.1
YIL157C,22050.7
YMR138W,22064.0
YAL008W,22081.7
YKL141W,22083.3
YJR069C,22088.2
YBR089W,22097.6
YGR160W,22116.5
YMR184W,22117.9
YKR068C,22122.7
YOR387C,22131.0
YPR037C,22141.7
YGL258W,22142.0
YLR179C,22142.1
YDR022C,22163.1
YDR248C,22173.9
YMR295C,22178.0
YPL257W,22201.3
YIL133C,22228.6
YGR016W,22231.5
YCL001W,22272.4
YNL069C,22277.6
YJL030W,22278.2
YBL059W,22293.4
YDR328C,22305.4
YBR189W,22313.1
YMR118C,22317.2
YPL239W,22329.5
YGR251W,22333.8
YLR445W,22353.2
YDL165W,22358.7
YNL158W,22380.1
YER029C,22403.4
YKR085C,22413.3
YBL057C,22429.6
YNL203C,22433.7
YOL029C,22433.8
YFR012W,22441.9
YGR268C,22445.6
YHL019W-A,22452.8
YML079W,22454.6
YPL081W,22456.2
YNL056W,22469.0
YJR014W,22500.3
YPR172W,22505.8
YER012W,22513.9
YER102W,22517.2
YBL072C,22517.2
YDR066C,22529.9
YMR142C,22550.5
YDR478W,22558.3
YBR014C,22559.4
YDR487C,22561.0
YDL082W,22580.6
YHR026W,22597.9
YER094C,22599.0
YAL003W,22603.0
YNL282W,22624.0
YFL010C,22642.4
YBR278W,22643.1
YGL047W,22657.3
YKL147C,22676.9
YDL098C,22682.0
YEL034C-A,22695.8
YDL166C,22702.2
YKL196C,22703.0
YOR367W,22752.3
YMR003W,22759.0
YMR264W,22760.9
YDR056C,22761.0
YHR057C,22765.0
YPL067C,22775.1
YPL051W,22780.5
YCR013C,22788.9
YGL247W,22809.6
YEL075W-A,22819.2
YDR298C,22823.7
YDR136C,22828.5
YIL158W,22840.1
YLR073C,22857.3
YHR041C,22888.3
YIR017W-A,22896.4
YDL072C,22903.0
YBR052C,22914.1
YPR131C,22921.5
YLR251W,22929.3
YKL024C,22932.5
YDR002W,22950.2
YBL107C,22966.1
YKL030W,22967.3
YOR294W,22971.7
YDR167W,23004.4
YML001W,23033.9
YMR263W,23037.7
YKL001C,23062.7
YOR089C,23075.2
YNR014W,23081.0
YKR035W-A,23091.6
YGR078C,23104.3
YHR153C,23123.5
YDL135C,23135.3
YPR165W,23151.7
YDR084C,23152.0
YJR073C,23156.6
YNL214W,23173.7
YJR012C,23177.1
YMR073C,23193.3
YMR245W,23202.1
YER079W,23203.8
YFL038C,23210.5
YOL114C,23213.4
YJL158C,23233.8
YKR035C,23236.1
YNR017W,23243.8
YPL229W,23258.0
YDR042C,23262.1
YLR390W-A,23266.4
YLR456W,23289.6
YGL200C,23330.5
YCR027C,23336.0
YNL260C,23336.3
YNR049C,23363.2
YEL024W,23367.3
YLR036C,23392.1
YDR041W,23430.2
YNL222W,23462.7
YKL065C,23472.7
YER128W,23491.9
YLR462W,23503.3
YFL005W,23506.0
YOR016C,23514.2
YDL212W,23514.5
YNL079C,23515.8
YDR408C,23536.4
YPR154W,23539.2
YJL001W,23543.8
YBR071W,23549.4
YJR102C,23554.9
YFR042W,23567.4
YFR001W,23622.0
YJR112W,23624.7
YJR118C,23628.7
YLR145W,23633.0
YLR016C,23644.9
YJR133W,23666.4
YKL083W,23677.1
YLR435W,23679.0
YJL004C,23713.7
YHR137C-A,23724.7
YAL004W,23732.7
YOL111C,23737.6
YDR231C,23766.3
YPL178W,23767.7
YOL008W,23780.3
YKL214C,23785.0
YOR202W,23826.4
YDL002C,23858.3
YIL127C,23861.6
YMR182C,23865.6
YIL089W,23869.2
YBR072W,23874.8
YPL267W,23879.4
YBR005W,23884.8
YIL113W,23886.8
YHR147C,23902.2
YAL059W,23902.6
YML053C,23940.2
YMR269W,23981.8
YLR009W,23989.0
YGR146C,23989.8
YFL046W,24018.8
YMR052W,24033.2
YER183C,24057.0
YAL007C,24058.8
YKL117W,24058.8
YGL152C,24080.6
YGR081C,24083.8
YOL046C,24093.3
YML012W,24101.5
YIL010W,24128.0
YKL159C,24128.5
YER063W,24137.9
YDR007W,24139.7
YDL228C,24155.8
YGL218W,24161.2
YDR177W,24168.5
YLR464W,24172.1
YEL076C-A,24172.1
YPL041C,24183.1
YDR013W,24197.8
YDR003W,24205.0
YFR036W-A,24207.3
YBR197C,24207.5
YBR171W,24231.2
YOL139C,24245.3
YHR110W,24246.9
YDR226W,24252.0
YKL096W,24256.4
YOR236W,24262.3
YBL102W,24279.5
YJR074W,24290.5
YCL067C,24291.4
YCR039C,24291.4
YNR061C,24308.1
YKL144C,24313.9
YML095C,24314.7
YPR151C,24332.0
YLR178C,24354.5
YOR078W,24383.2
YBR201W,24393.0
YGR095C,24396.4
YER104W,24405.2
YLR262C,24410.8
YGL079W,24417.6
YGL166W,24428.0
YLR040C,24454.5
YER031C,24461.3
YLR029C,24463.9
YMR121C,24463.9
YGL033W,24466.8
YEL076C,24467.7
YOL162W,24494.1
YPL220W,24502.1
YGL135W,24502.1
YOR319W,24509.4
YGL210W,24515.7
YMR222C,24520.6
YJL097W,24526.9
YDR236C,24530.2
YPR107C,24558.8
YNL306W,24580.8
YHR128W,24591.7
YMR117C,24591.9
YEL012W,24599.8
YIR024C,24600.1
YOR010C,24613.1
YPR071W,24618.1
YNL093W,24640.0
YLR221C,24642.5
YHR105W,24648.2
YML106W,24662.7
YMR197C,24667.3
YCR051W,24671.4
YMR132C,24673.7
YJR057W,24683.6
YLR118C,24698.5
YPL166W,24698.9
YAR002C-A,24723.7
YOR021C,24734.6
YJL037W,24754.4
YDR305C,24788.6
YLR293C,24808.6
YGR129W,24811.0
YMR271C,24813.8
YPR113W,24829.0
YOR131C,24837.3
YIL007C,24841.7
YJL038C,24842.8
YBL093C,24855.7
YLR350W,24855.9
YNL036W,24857.5
YDR246W,24867.6
YMR090W,24880.7
YMR202W,24888.7
YER011W,24899.6
YMR095C,24905.9
YJL170C,24939.9
YIL132C,24955.0
YPL130W,24961.7
YDR140W,24965.9
YEL001C,24981.3
YDR381W,24985.3
YGL037C,24985.5
YOR185C,24988.7
YMR161W,25012.5
YBR066C,25030.1
YJR123W,25040.9
YLR268W,25057.9
YJL072C,25058.0
YKL142W,25081.3
YBR154C,25085.4
YER004W,25092.2
YLR119W,25106.0
YFL060C,25132.2
YNL335W,25147.7
YFL061W,25147.7
YGR153W,25161.3
YEL038W,25182.6
YDR399W,25184.9
YER170W,25197.2
YNL334C,25207.3
YCR020C,25214.7
YDL213C,25238.4
YER018C,25241.7
YGR038W,25241.9
YBR193C,25261.5
YDR476C,25262.7
YDR302W,25272.2
YGL002W,25273.3
YLR363C,25283.2
YGL101W,25291.2
YKL119C,25292.8
YNL213C,25300.8
YIL118W,25303.7
YDR304C,25317.9
YNR018W,25352.5
YOR064C,25354.4
YLR075W,25382.9
YJL140W,25397.4
YPL233W,25398.6
YHL031C,25401.1
YPR174C,25424.5
YJL195C,25435.3
YNL110C,25455.4
YDR367W,25486.0
YCR018C,25535.4
YLR407W,25549.9
YER010C,25563.5
YOL135C,25584.3
YMR314W,25604.3
YGR232W,25611.5
YJL118W,25623.0
YMR077C,25630.2
YLR051C,25646.5
YHR122W,25653.1
YDR533C,25662.9
YFR020W,25704.8
YDL169C,25728.6
YDL139C,25751.1
YLR194C,25758.1
YOR258W,25760.6
YBL040C,25774.8
YHR008C,25776.4
YDL010W,25781.5
YDR468C,25796.1
YGR126W,25838.8
YDR486C,25846.9
YFR008W,25910.7
YMR147W,25914.5
YOR391C,25926.6
YPL280W,25940.6
YJL121C,25961.4
YOR295W,25971.4
YNL107W,25972.4
YLR211C,25973.8
YGL198W,25994.6
YDR067C,26032.6
YMR322C,26040.8
YBR261C,26059.0
YOR125C,26061.0
YOR232W,26067.8
YKL087C,26075.5
YBR111C,26085.3
YGL183C,26097.8
YDR078C,26104.7
YKR014C,26119.2
YOR214C,26134.7
YGR136W,26136.1
YKL033W-A,26163.4
YOR283W,26177.9
YBR256C,26188.0
YOL102C,26203.8
YER139C,26223.8
YKL041W,26236.2
YNR057C,26245.0
YOL149W,26262.6
YDR391C,26271.1
YER163C,26285.7
YKL002W,26286.1
YHR181W,26286.9
YGR201C,26291.2
YIL011W,26293.5
YLL060C,26342.9
YCR004C,26352.3
YJR099W,26368.4
YHR038W,26424.1
YPR016C,26442.9
YAR028W,26449.6
YPL121C,26458.5
YOR111W,26464.3
YOR332W,26467.6
YHR071W,26478.6
YMR233W,26480.1
YGR167W,26500.6
YLR168C,26508.7
YDL018C,26509.3
YNL178W,26510.1
YOL110W,26529.9
YDR162C,26532.5
YBL038W,26545.5
YOL142W,26553.6
YDR275W,26573.8
YDR020C,26583.2
YDL069C,26602.6
YJL192C,26604.9
YDR183W,26609.9
YMR311C,26623.1
YDL059C,26634.3
YMR063W,26692.8
YGR247W,26731.9
YDR538W,26743.7
YCR076C,26747.1
YDR043C,26750.3
YPL199C,26755.1
YIR038C,26792.0
YDR050C,26792.7
YEL072W,26817.2
YNL038W,26834.1
YKL049C,26846.8
YJL055W,26855.7
YPL024W,26865.9
YBL041W,26866.3
YJL148W,26879.7
YOL147C,26889.8
YFL031W,26894.0
YDR296W,26907.1
YBR035C,26908.5
YER002W,26908.8
YER120W,26915.7
YGR235C,26919.2
YPL078C,26930.4
YPL002C,26949.3
YDR383C,26957.6
YJL063C,26958.8
YNL100W,26968.1
YLR025W,26968.4
YHL044W,26974.8
YKL154W,26975.3
YER148W,27011.6
YPL090C,27023.9
YBR181C,27023.9
YBR070C,27049.5
YDR149C,27056.6
YKL009W,27061.3
YOR077W,27069.2
YLR298C,27072.5
YML113W,27075.2
YGR172C,27077.5
YAL049C,27083.1
YAR033W,27091.3
YHR044C,27094.0
YGL020C,27097.7
YBR096W,27098.7
YAR027W,27110.7
YBR153W,27114.5
YGR271C-A,27132.7
YIL161W,27133.5
YHR127W,27153.5
YML092C,27158.1
YHR140W,27159.2
YOL032W,27160.9
YHR043C,27161.3
YNL099C,27178.4
YPL213W,27193.6
YIL152W,27214.2
YGR033C,27228.0
YGR115C,27236.9
YGL053W,27241.1
YGL051W,27242.5
YEL057C,27244.0
YLR250W,27265.5
YER188W,27298.6
YML064C,27303.8
YIR030C,27311.7
YMR038C,27328.2
YHR049W,27334.4
YOR126C,27340.4
YDR196C,27344.1
YJR056C,27359.8
YMR156C,27388.5
YLL033W,27398.5
YOL028C,27400.3
YIR042C,27421.4
YJR024C,27423.1
YPL129W,27431.4
YLR326W,27436.0
YFR031C-A,27437.1
YIL018W,27437.1
YKR091W,27468.1
YPL077C,27468.8
YGL123W,27470.3
YNL010W,27472.7
YER174C,27475.0
YIR035C,27478.8
YGL061C,27487.5
YLR301W,27492.8
YLR078C,27503.4
YNL200C,27524.2
YLR411W,27536.3
YDR174W,27546.3
YOL154W,27556.2
YCR007C,27557.6
YGR195W,27562.1
YIR020C-B,27563.6
YJR135C,27563.8
YGR158C,27566.3
YBR242W,27575.9
YNR009W,27585.8
YHR013C,27586.4
YIR014W,27592.5
YPL163C,27596.2
YKL152C,27611.8
YMR188C,27645.3
YOR358W,27652.9
YGR036C,27653.3
YGL076C,27662.7
YGL250W,27675.6
YNL129W,27687.8
YER039C,27691.0
YPL065W,27693.4
Q0160,27693.6
YNL151C,27695.1
YLL027W,27698.5
YER182W,27710.3
YPL198W,27720.8
YNL024C,27733.4
YGR024C,27760.1
YGR267C,27768.4
YHR163W,27777.7
YPR015C,27788.3
YER062C,27809.9
YLR338W,27818.9
YJR113C,27828.6
YPL127C,27846.2
YPR202W,27857.1
YFR043C,27861.7
YHR185C,27877.7
YDR410C,27888.8
YLR186W,27899.8
YMR134W,27911.3
YIL053W,27939.0
YLR048W,27945.6
YGR075C,27956.9
YOR305W,27979.9
YDR412W,27983.9
YGL011C,27998.1
YGR214W,28006.5
YJR050W,28032.2
YKL071W,28043.6
YBR107C,28059.5
YGL098W,28099.9
YGR057C,28134.5
YLL045C,28137.3
YHL033C,28150.2
YLR312W-A,28177.9
YPR143W,28207.7
YDR098C,28233.4
YLR052W,28237.9
YKL130C,28238.4
YCL076W,28244.1
YJL035C,28251.8
YLR376C,28253.1
YOR095C,28253.3
YOR157C,28264.2
YLL038C,28277.5
YLR022C,28293.7
YNL195C,28315.3
YNL148C,28336.8
YKL207W,28347.2
YGR006W,28374.7
YER100W,28379.3
YIR018W,28393.8
YOR284W,28420.2
YPL027W,28421.4
YOL038W,28439.4
YGR248W,28439.9
YJL066C,28465.2
YDL202W,28528.4
YBL043W,28528.4
Q0250,28550.2
YGR001C,28566.0
YPL107W,28582.2
YGR253C,28596.3
YNL228W,28634.8
YNR040W,28657.6
YIL064W,28681.8
YGR135W,28706.5
YIL139C,28744.8
YGR207C,28762.0
YLR441C,28763.9
YGL240W,28765.9
YFL013W-A,28777.8
YBR157C,28781.3
YNL168C,28796.4
YIR036C,28802.5
YLR126C,28817.8
YOR004W,28828.8
YML063W,28832.9
YIR016W,28869.1
YLL046C,28886.2
YBR088C,28896.2
YMR200W,28904.7
YLR093C,28959.3
YIR001C,28963.6
YCR059C,28991.6
YHR022C,28995.3
YOR213C,29010.6
YCL005W,29025.9
YAL014C,29034.0
YDL111C,29046.4
YFL045C,29054.1
YNL314W,29079.3
YMR157C,29089.1
Q0085,29100.1
YOR289W,29102.5
