Systematic Name,5'UTR Length
YCL035C,44
YAL014C,44
YDL167C,44
YJL074C,44
YPL244C,44
YHR207C,44
YDL148C,44
YDL072C,44
YOR362C,44
YGR173W,44
YOR093C,44
YOL029C,44
YHR167W,44
YDL099W,44
YCR088W,44
YMR158W,44
YLR401C,44
YMR071C,44
YOR350C,44
YPL067C,44
YOR157C,44
YLL003W,44
YDR189W,44
YPL262W,44
YOR089C,44
YFL049W,44
YMR258C,45
YJL011C,45
YBR274W,45
YBR047W,45
YMR253C,45
YCL061C,45
YJL044C,45
YPL007C,45
YHR180W,45
YOR081C,45
YMR284W,45
YGR253C,45
YER002W,45
YOR103C,45
YMR086W,45
YMR262W,45
YBR052C,45
YKL114C,45
YHR215W,45
YPR122W,45
YJL196C,45
YDR465C,45
YJL076W,45
YDR143C,45
YBR106W,45
YLL036C,45
YFL034C-B,45
YLR413W,45
YLR110C,45
YGR131W,45
YHR163W,45
YNL191W,45
YER025W,45
YNR018W,45
YGR070W,45
YMR122W-A,45
YLR082C,45
YJR011C,45
YDR267C,45
YMR213W,45
YBR166C,45
YOL102C,45
YBR058C-A,45
YEL050C,46
YJR106W,46
YGR106C,46
YBL089W,46
YOR120W,46
YNL005C,46
YER168C,46
YAL056W,46
YMR113W,46
YBR127C,46
YOL090W,46
YOL077C,46
YCR005C,46
YDR415C,46
YJL149W,46
YDL212W,46
YGR141W,46
YLR410W,46
YDR499W,46
YIL044C,46
YMR292W,46
YDR529C,46
YGL248W,46
YGL030W,46
YML115C,46
YLR186W,46
YLR183C,46
YIR037W,46
YLR426W,46
YOL042W,46
YGL140C,46
YIL121W,46
YCL011C,46
YDR519W,47
YMR140W,47
YGL208W,47
YFR032C-B,47
YDL081C,47
YPR056W,47
YAL046C,47
YPR173C,47
YPL030W,47
YPL111W,47
YDR320C,47
YHR179W,47
YDR532C,47
YGL142C,47
YDR217C,47
YOR291W,47
YMR104C,47
YPR026W,47
YML012W,47
YHR178W,47
YML023C,47
YML041C,47
YOR294W,47
YGL244W,47
YBR234C,47
YJR005W,47
YHR016C,47
YOR019W,47
YOL113W,47
YFR005C,47
YHR114W,47
YBR227C,47
YNR067C,47
YNL211C,47
YGR142W,47
YBR253W,47
YBR204C,47
YOR160W,47
YNL127W,47
YGL056C,47
YHR057C,47
YNR034W-A,47
YER012W,47
YBR041W,48
Q0130,48
YOR018W,48
YOR106W,48
YDR059C,48
YOR272W,48
YIL124W,48
YNL081C,48
YDR288W,48
YKR071C,48
YHR081W,48
YMR303C,48
YLR268W,48
YMR287C,48
YDR003W,48
YOL121C,48
YKL096W,48
YML081C-A,48
YIL149C,48
YDR188W,48
YDR186C,48
YJR064W,48
YGR040W,48
YPL218W,48
YPR067W,48
YAR028W,48
YHR027C,48
YKL134C,48
YBR093C,48
YGR145W,48
YGL068W,48
YOL041C,48
YJR075W,48
YLR460C,48
YPR045C,48
YJR077C,48
YPR029C,48
YPR140W,48
YAL029C,48
YPL180W,48
YIR033W,48
YGL087C,48
YIR006C,48
YER140W,48
YGL095C,48
YLR163C,48
YHL025W,48
YOL159C,48
YBR002C,48
YGR082W,48
YOL143C,48
YEL053C,48
YDL140C,48
YDL067C,48
YNR059W,48
YGR235C,48
YKR002W,48
YBR230W-A,48
YNR039C,48
YBL042C,48
YOR226C,49
YKL096W-A,49
YOR363C,49
YKL018W,49
YML100W,49
YGR168C,49
YNL151C,49
YPL178W,49
YPR139C,49
YNL121C,49
YNL116W,49
YNL268W,49
YIR016W,49
YJR076C,49
YCR009C,49
YDL108W,49
YMR160W,49
YHR107C,49
YIL146C,49
YGR271C-A,49
YKR023W,49
YGL194C-A,49
YLR439W,49
YBL038W,49
YHR154W,49
YGR132C,49
YGL200C,49
YOL025W,49
YPR167C,49
YGL027C,49
YBR155W,49
YGL029W,49
YML127W,49
YDR190C,49
YBR036C,49
YPL004C,49
YKR082W,49
YDL191W,49
YOR114W,49
YML020W,49
YBR017C,49
YBL002W,49
YLR201C,49
YAL049C,49
YER124C,49
YOR239W,49
YPL003W,49
YDL031W,49
YNL082W,49
YDL177C,50
YLR020C,50
YIL088C,50
YIL137C,50
YPR114W,50
YBR023C,50
YLR438C-A,50
YDR337W,50
YER021W,50
YIR009W,50
YLR190W,50
YGL126W,50
YDL107W,50
YGL045W,50
YEL071W,50
YDR449C,50
YOL145C,50
YHR047C,50
YLR360W,50
YGL047W,50
YDL165W,50
YAL058W,50
YCR030C,50
YLR423C,50
YDR358W,50
YAL039C,50
YJR048W,50
YGR056W,50
YHR190W,50
YMR239C,50
YFL029C,50
YNL326C,50
YLR135W,50
YMR221C,50
YGR215W,50
YOR125C,50
YJR097W,50
YDR060W,50
YMR313C,50
YKL023W,50
YER041W,50
YGR162W,50
YGR071C,50
YNL243W,50
YHR035W,50
YOR004W,50
YOR298C-A,50
YDR055W,50
YDR276C,51
YOL110W,51
YGL141W,51
YDR411C,51
YDR309C,51
YGL079W,51
YBR170C,51
YLR356W,51
YER090W,51
YHR051W,51
YKL142W,51
YDR397C,51
YDR405W,51
YPL151C,51
YAL043C,51
YKL159C,51
YHR077C,51
YPL160W,51
YPL029W,51
YPL266W,51
YKL130C,51
YJL003W,51
YMR237W,51
YDL113C,51
YJL205C,51
YMR052W,51
YDR070C,51
YOR215C,51
YBR128C,51
YGR223C,51
YBR068C,51
YMR204C,51
YJL197W,51
YIL065C,51
YOR311C,51
YDL123W,51
YDL116W,51
YKR013W,51
YGR048W,51
YDL164C,52
YLR068W,52
YPL133C,52
YOR260W,52
YLR361C,52
YGR167W,52
YDR014W,52
YGL145W,52
YMR299C,52
YBR053C,52
YLR066W,52
YMR054W,52
YHR170W,52
YOR115C,52
YKR018C,52
YPL082C,52
YGL010W,52
YPL085W,52
YDL131W,52
YMR111C,52
YOR251C,52
YHR055C,52
YGL091C,52
YGR112W,52
YNL036W,52
YGR004W,52
YEL056W,52
YLR178C,52
YOR227W,52
YOR051C,52
YOR085W,52
YLL025W,52
YGL020C,52
YNL330C,52
YPR104C,52
YLR353W,52
YCL029C,52
YPR158W,52
YPR147C,52
YER087W,52
YFL038C,52
YLR002C,52
YKL059C,52
YNL323W,52
YPR010C,52
YPL234C,52
YBR153W,53
YIL020C,53
YGR264C,53
YCR072C,53
YOR130C,53
YKL217W,53
YOL052C,53
YKL018C-A,53
YDL130W-A,53
YFR031C,53
YLR127C,53
YKL137W,53
YLR395C,53
YLR095C,53
YEL032W,53
YER167W,53
YEL002C,53
YHR138C,53
YGR097W,53
YLL041C,53
YER029C,53
YGR116W,53
YGR072W,53
YGR020C,53
YIL075C,53
YOR097C,53
YGR217W,53
YOL002C,53
YLR193C,53
YKL196C,53
YPL129W,53
YKL077W,53
YMR044W,53
YFR048W,53
YKR064W,53
YBR200W,53
YOR352W,53
YGR181W,53
YCR093W,53
YDR299W,54
YGL181W,54
YDL230W,54
YGR158C,54
YBL068W,54
YBL106C,54
YBR004C,54
YDL078C,54
YBR297W,54
YGL120C,54
YDR132C,54
YDR166C,54
YPR111W,54
YER078C,54
YER091C,54
YGL233W,54
YIR042C,54
YMR240C,54
YOR098C,54
YLR078C,54
YPL188W,54
YPL173W,54
YOR137C,54
YMR001C,54
YPL245W,54
YJL139C,54
YHR089C,54
YNL193W,54
YHR059W,54
YKR001C,54
YIL008W,54
YHR122W,54
YOL044W,54
YMR227C,54
YKR062W,54
YHR094C,54
YNL274C,54
YHR149C,54
YLR033W,54
YKL143W,55
YOL057W,55
YJL159W,55
YJL154C,55
YPL078C,55
YPL217C,55
YML051W,55
YLR210W,55
YMR289W,55
YER103W,55
YDL054C,55
YJL083W,55
YFR007W,55
YMR203W,55
YPR164W,55
YFR030W,55
YBR265W,55
YDR084C,55
YJR043C,55
YBR138C,55
YML098W,55
YOR056C,55
YGR147C,55
YNR047W,55
YDR296W,55
YPR148C,55
YER095W,55
YPR145W,55
YLR015W,55
YIL104C,55
YBL039C,55
YGL036W,55
YPL098C,55
YPL046C,55
YNL084C,55
YPR131C,55
YNL118C,55
YBR061C,55
YGL037C,55
YDR032C,56
YDR494W,56
YDR036C,56
YLR383W,56
YBR094W,56
YGR146C,56
YDR061W,56
YNL141W,56
YOL164W,56
YNL160W,56
YDL207W,56
YLR153C,56
YDR383C,56
YNL293W,56
YKL215C,56
YHR196W,56
YER186C,56
YKL214C,56
YMR314W,56
YGR163W,56
YGR093W,56
YDL124W,56
YKL047W,56
YGL246C,56
YLR225C,56
YGL234W,56
YDR399W,56
YLR057W,56
YPL081W,56
YPR028W,56
YNL030W,56
YJL137C,56
YGL206C,56
YMR029C,56
YPL006W,56
YEL027W,57
YDR211W,57
YJR001W,57
YBL069W,57
YJL216C,57
YNL035C,57
YDR079C-A,57
YJL167W,57
YDL201W,57
YGL001C,57
YDR448W,57
YDR524C,57
YNL316C,57
YGL119W,57
YOR375C,57
YLR316C,57
YKL067W,57
YMR090W,57
YDR245W,57
YDR327W,57
YGR165W,57
YLR180W,57
YIL015W,57
YDR264C,57
YBR085C-A,57
YPR169W,57
YDR487C,57
YDL103C,57
YLR073C,57
YMR129W,58
YER149C,58
YPR152C,58
YDR129C,58
YJR148W,58
YOR110W,58
YBR231C,58
YGL022W,58
YDR533C,58
YGL097W,58
YDL028C,58
YGR211W,58
YDL030W,58
YMR021C,58
YCR061W,58
YIL069C,58
YBR104W,58
YKL174C,58
YBL023C,58
YLR363W-A,58
YCL037C,58
YIL036W,58
YBR257W,58
YMR198W,58
YHR108W,58
YPL093W,58
YDR408C,58
YJL041W,58
YPR182W,58
YJL133C-A,58
YGR101W,58
YOR095C,58
YBR046C,58
YCL001W,58
YDR145W,59
YIL017C,59
YDR297W,59
YNR026C,59
YOR274W,59
YLR359W,59
YCR028C-A,59
YOR264W,59
YIL027C,59
YHR072W-A,59
YNL182C,59
YNL044W,59
YER068W,59
YNL215W,59
YBR126C,59
YDL110C,59
YGL201C,59
YPL100W,59
YNL320W,59
YHR181W,59
YGL058W,59
YDR453C,59
YLR092W,59
YNL158W,59
YER176W,59
YER155C,59
YIL125W,59
YLR167W,59
YOR053W,59
YBR071W,59
YPL229W,59
YDR248C,60
YMR188C,60
YLL002W,60
YDR464W,60
YER133W,60
YBL060W,60
YNL095C,60
YOL067C,60
YOL056W,60
YMR105C,60
YHR071W,60
YJL204C,60
YDR002W,60
YPL206C,60
YGR105W,60
YJR136C,60
YOR297C,60
YJR059W,60
YBR072W,60
YML068W,60
YHR128W,60
YJR030C,60
YHR044C,60
YGL107C,60
YPL226W,60
YLR384C,60
YPR081C,60
YGR113W,60
YPL214C,60
YDR056C,60
YBL051C,60
YKL045W,61
YNL138W-A,61
YNL163C,61
YGR200C,61
YOR133W,61
YKL099C,61
YDR212W,61
YPL274W,61
YNL181W,61
YFR009W,61
YMR259C,61
YDL142C,61
YPR036W-A,61
YJL056C,61
YFR022W,61
YJL060W,61
YPL222W,61
YGL013C,61
YDL018C,61
YGL204C,61
YDR416W,61
YPL091W,61
YDL085C-A,61
YAL024C,61
YGR246C,61
YBR160W,61
YDR373W,61
YDL174C,61
YDR164C,61
YLR319C,61
YOR079C,61
YGR135W,61
YGR133W,61
YMR316C-A,61
YML120C,61
YKR070W,61
YER019C-A,61
YER151C,61
YJR125C,61
YKR089C,61
YLR154C,61
YML070W,61
YKR061W,62
YLR192C,62
YLR056W,62
YHR003C,62
YDR514C,62
YBR014C,62
YOR091W,62
YPL059W,62
YDL168W,62
YMR002W,62
YBR146W,62
YGL080W,62
YLR369W,62
YML108W,62
YCR020W-B,62
YLR355C,62
YLR340W,62
YCR094W,62
YKL145W,62
YKL144C,62
YJR100C,62
YIL157C,62
YNL088W,62
YDR225W,62
YGL191W,62
YPL196W,62
YDL193W,62
YML064C,62
YPR073C,62
YGL196W,62
YPL026C,62
YDL104C,62
YCR095C,63
YJR140C,63
YOL139C,63
YER132C,63
YPL183W-A,63
YPR161C,63
YOR319W,63
YJR118C,63
YKR077W,63
YPR060C,63
YML061C,63
YBR102C,63
YLL005C,63
YNL265C,63
YFR018C,63
YBR145W,63
YDR179C,63
YOR117W,63
YGL186C,63
YCL050C,63
YNL070W,63
YOR154W,63
YLR440C,63
YER079W,63
YER086W,63
YPL112C,63
YOL031C,63
YCR026C,63
YOR221C,63
YOL032W,63
YGR175C,64
YJL061W,64
YHR166C,64
YAL005C,64
YOL138C,64
YPR065W,64
YMR009W,64
YPL163C,64
YPR034W,64
YBR188C,64
YIL094C,64
YJL115W,64
YJL176C,64
YBR123C,64
YLR090W,64
YGR083C,64
YGL117W,64
YJL162C,64
YJL094C,64
YDR261C,64
YMR309C,64
YER011W,64
YDR273W,64
YNL110C,64
YER008C,64
YOR132W,64
YKL103C,64
YDR216W,64
YHR101C,64
YIL021W,64
YBR030W,64
YOR262W,64
YNL001W,64
YLR448W,64
YIL068C,64
YBR241C,64
YHR011W,64
YDR341C,64
YML059C,64
YJR044C,64
YHR112C,64
YOR023C,64
YBR235W,64
YOR358W,64
YJR130C,64
YLR203C,65
YIL099W,65
YLR260W,65
YMR093W,65
YMR149W,65
YMR316W,65
YMR083W,65
YMR205C,65
YDL106C,65
YMR028W,65
YLR148W,65
YNL212W,65
YNL025C,65
YNL165W,65
YML069W,65
YML053C,65
YCR091W,65
YCL012C,65
YOL038C-A,65
YOR194C,65
YBR070C,65
YBL003C,65
YOR131C,65
YBL026W,65
YGL135W,65
YOL061W,65
YOR246C,65
YBL101C,65
YJR094C,65
YGL084C,65
YIR002C,65
YFL008W,65
YPL220W,65
YJL078C,65
YAR007C,65
YGL104C,66
YLR114C,66
YAL012W,66
YDR313C,66
YKR044W,66
YEL029C,66
YBR295W,66
YPL052W,66
YDL046W,66
YER063W,66
YFL037W,66
YKL133C,66
YDR200C,66
YBR201C-A,66
Q0275,66
YER143W,66
YOR340C,66
YGR220C,66
YER048C,66
YOL007C,66
YLR025W,66
YDR382W,66
YOL048C,66
YOL018C,66
YBR179C,66
YER026C,67
YKR067W,67
YPR058W,67
YOL107W,67
YJR143C,67
YOR290C,67
YOR305W,67
YNL267W,67
YER172C,67
YOL164W-A,67
YNL042W,67
YOL010W,67
YPL010W,67
YGR166W,67
YKL016C,67
YGL124C,67
YNL134C,67
YDL183C,67
YDR483W,67
YJR025C,67
YLR289W,67
YLR258W,67
YBL001C,68
YGR266W,68
YMR027W,68
YBR044C,68
YDR307W,68
YHR087W,68
YBL034C,68
YOR069W,68
YAL007C,68
YLR287C,68
YLR387C,68
YHR001W-A,68
YMR183C,68
YMR056C,68
YDR381C-A,68
YGR119C,68
YHR121W,68
YFL031W,68
YJL047C,68
YBR095C,68
YOL128C,68
YOR057W,68
YBR120C,68
YMR291W,68
YDR068W,68
YDR160W,68
YBR220C,68
YMR145C,68
YBR060C,68
YNL221C,68
YDR328C,68
YIL093C,68
YMR247W-A,69
YOR099W,69
YJR041C,69
YPL207W,69
YKL019W,69
YOR369C,69
YGL054C,69
YER048W-A,69
YPL250C,69
YIR010W,69
YDR510W,69
YBR270C,69
YLR345W,69
YOR327C,69
YLR327C,69
YOR171C,69
YGL009C,69
YLR324W,69
YPL053C,69
YMR177W,70
YNL093W,70
YPR053C,70
YGR255C,70
YMR307W,70
YFR015C,70
YOR271C,70
YDL002C,70
YIL085C,70
YFR017C,70
YHL028W,70
YLR211C,70
YOR043W,70
YGL128C,70
YIL102C-A,70
YBR084W,70
YNR030W,70
YDR368W,71
YMR152W,71
YMR247C,71
YDR222W,71
YGR189C,71
YMR315W,71
YOL125W,71
YOR229W,71
YJL070C,71
YOL151W,71
YDR037W,71
YNL024C-A,71
YLR314C,71
YJL049W,71
YAL008W,71
YOR372C,71
YDR254W,71
YER044C,71
YLR133W,71
YIL126W,71
YER040W,71
YMR266W,71
YGL019W,71
YLR267W,71
YML130C,72
YGR008C,72
YGR092W,72
YBR119W,72
YLL051C,72
YMR132C,72
YLR094C,72
YDR314C,72
YMR005W,72
YKL211C,72
YJR058C,72
YJR134C,72
YML113W,72
YKR052C,72
YNR068C,72
YPL202C,72
YGL038C,72
YOR195W,72
YGR060W,72
YNL021W,72
YLR238W,72
YKL008C,72
YPR108W,72
YLR091W,72
YKL035W,72
YOR181W,72
YLR093C,72
YPL066W,73
YDR092W,73
YGL114W,73
YDL074C,73
YDR062W,73
YDR077W,73
YGR170W,73
YDR475C,73
YOL147C,73
YGR035C,73
YOR217W,73
YOL058W,73
YGR237C,73
YGR030C,74
YHR157W,74
YML071C,74
YNL254C,74
YKR099W,74
YLR306W,74
YMR088C,74
YIL131C,74
YBR199W,74
YOL034W,74
YKL082C,74
YER082C,74
YOR022C,74
YJR042W,74
YGR230W,74
YBR165W,74
YOR187W,74
YLR188W,74
YER077C,74
YPL189C-A,74
YPR041W,74
YJL020C,74
YDR091C,74
YFL023W,74
YKL209C,74
YKL053C-A,74
YLR196W,74
YHR068W,74
YCL026C-B,74
YKR093W,74
YKR021W,74
YDR018C,74
YJL052W,75
YJL036W,75
YML034W,75
YIR031C,75
YDR357C,75
YBR276C,75
YHR092C,75
YGL061C,75
YHL017W,75
YOR166C,75
YHR098C,75
YOR175C,75
YBL050W,75
YHL020C,75
YNL280C,75
YKL170W,75
YBL032W,75
YLR181C,75
YGL156W,75
YBR073W,75
YGR091W,75
YGL092W,75
YPL219W,75
YNL241C,75
YHR046C,75
YOL098C,75
YML109W,75
YJR111C,75
YJL183W,76
YMR077C,76
YOL088C,76
YJL163C,76
YMR047C,76
YDR440W,76
YPL048W,76
YDR497C,76
YIR001C,76
YDR377W,76
YBR202W,76
YDR525W-A,76
YLR189C,76
YNL056W,76
YKL154W,76
YBL081W,76
YOL030W,76
YBR162W-A,76
YDR459C,76
YNL224C,76
YLR452C,76
YPR133C,76
YCR023C,76
YDR074W,76
YFL022C,76
YPL247C,76
YGL102C,77
YGL078C,77
YKL164C,77
YPR115W,77
YCR021C,77
YDR207C,77
YKL020C,77
YJR031C,77
YNR024W,77
YNR034W,77
YHR009C,77
YPL054W,77
YOR108W,77
YPL195W,77
YLR083C,77
YMR125W,77
YNL283C,77
YMR126C,77
YMR265C,77
YDR171W,77
YDR021W,77
YOR127W,78
YMR168C,78
YMR297W,78
YDR295C,78
YKL002W,78
YNR032W,78
YBL015W,78
YDR334W,78
YMR130W,78
YDL241W,78
YLL043W,78
YGL040C,78
YKL120W,78
YNL309W,78
YDR071C,78
YOR269W,78
YJR034W,78
YJL042W,78
YMR195W,78
YDR046C,78
YHR183W,78
YLR038C,79
YJL009W,79
YDR159W,79
YGL250W,79
YPR032W,79
YGR183C,79
YOL144W,79
YMR020W,79
YKR098C,79
YGL082W,79
YLR431C,79
YNL216W,79
YNL075W,79
YOR129C,79
YMR196W,79
YMR068W,80
YMR006C,80
YER053C-A,80
YER052C,80
YLL027W,80
YLR126C,80
YFR016C,80
YLR243W,80
YDR035W,80
YER136W,80
YGR057C,80
YJL217W,80
YFR040W,80
YMR080C,80
YDL017W,80
YKL074C,80
YGL134W,80
YHR030C,80
YOR315W,80
YBR237W,80
YCL004W,80
YGR161C,80
YHR073W,80
YBR198C,80
YML075C,81
YGR016W,81
YPR004C,81
YGR279C,81
YDR384C,81
YIL014C-A,81
YOR356W,81
YLL062C,81
YLR018C,81
YPL231W,81
YBR121C,81
YJR101W,81
YDL095W,81
YJR137C,81
YPL022W,81
YLR380W,81
YHR103W,81
YDR227W,81
YBL056W,81
YGR201C,81
YNL124W,81
YOR381W,81
YHL004W,81
YOR377W,82
YGR094W,82
YGL180W,82
YBL037W,82
YBR248C,82
YLR272C,82
YMR042W,82
YER122C,82
YOR087W,82
YDL120W,82
YDL102W,82
YJR099W,83
YHR008C,83
YKL208W,83
YOL017W,83
YDR034W-B,83
YJR122W,83
YER112W,83
YDR026C,83
YOR283W,83
YCR054C,83
YGR247W,83
YGL237C,83
YHR072W,83
YGR249W,83
YMR092C,83
YGL003C,83
YJL209W,83
YMR147W,83
YJL199C,83
YDL059C,83
YJL084C,83
YGR053C,83
YOL089C,83
YFR010W,83
YDR177W,83
YDR268W,83
YNL230C,84
YOL043C,84
YML046W,84
YBR214W,84
YBR024W,84
YHR005C,84
YLR099C,84
YDR381W,84
YLL042C,84
YOL055C,84
YLR008C,84
YER093C-A,84
YBR096W,84
YIR005W,84
YHR155W,84
YMR176W,84
YJL140W,84
YMR023C,84
YML001W,84
YPR191W,84
YBR022W,85
YDR119W,85
YBR135W,85
YAL023C,85
YKL054C,85
YDR493W,85
YKR036C,85
YJL156C,85
YHL016C,85
YMR192W,85
YML004C,85
YGL139W,85
YJR093C,86
YGR033C,86
YBR098W,86
YOR231W,86
YMR037C,86
YER130C,86
YHR039C,86
YNL220W,86
YNL256W,86
YJR007W,86
YOL122C,86
YGR288W,86
YOR101W,86
YDR140W,86
YKL048C,86
YBR194W,86
YAL060W,86
YKR026C,86
YPR125W,86
YPL159C,87
YPR072W,87
YDL001W,87
YPL118W,87
YDR515W,87
YKR003W,87
YMR277W,87
YOR016C,87
YNL329C,87
YLR310C,87
YJR102C,87
YDL203C,87
YOR147W,87
YFL045C,87
YAL026C,87
YDL181W,87
YJR139C,87
YDR179W-A,87
YHR186C,88
YCR065W,88
YIL135C,88
YLR254C,88
YOR191W,88
YPL047W,88
YAL041W,88
YNR061C,88
YMR039C,88
YJL138C,88
YER056C,88
YER042W,88
YKL033W-A,88
YDR020C,88
YEL052W,88
YDL022W,88
YER175C,88
YMR220W,88
YDR520C,88
YFR021W,88
YLR042C,88
YGL160W,89
YGL257C,89
YER055C,89
YJL141C,89
YCR047C,89
YKL087C,89
YIL109C,89
YHR104W,89
YFR053C,89
YJR109C,89
YGL113W,89
YOR047C,89
YPL020C,89
YNL080C,89
YCR028C,89
YOR219C,89
YMR040W,89
YDR153C,89
YMR014W,89
YML082W,89
YCR079W,89
YMR242C,90
YBR163W,90
YJR010W,90
YER139C,90
YPR079W,90
YDR347W,90
YKL153W,90
YJR133W,90
YBL102W,90
YBR085W,90
YDR349C,90
YOR078W,90
YGL169W,90
YIL083C,90
YDR367W,90
YDL128W,90
YNL172W,91
YPR106W,91
YPL243W,91
YPL168W,91
YDR066C,91
YDR228C,91
YBL030C,91
YNL169C,91
YPR001W,91
YJL161W,91
YBL004W,91
YGL005C,91
YIL144W,91
YEL039C,91
YDR097C,92
YHR124W,92
YIL001W,92
YOL083W,92
YPR163C,92
YNL132W,92
YOR109W,92
YGR269W,92
YPR157W,92
YBR039W,92
YDR394W,92
YER045C,92
YLR389C,92
YKL080W,92
YKL073W,92
YGL185C,92
YBL055C,93
YNR012W,93
YGR193C,93
YOR320C,93
YBR038W,93
YMR296C,93
YNL300W,93
YDR082W,93
YER064C,93
YPL265W,93
YFL018C,93
YPR085C,93
YNL046W,93
YDR123C,93
YMR131C,93
YJL127C,93
YLR001C,93
YHR090C,93
YEL012W,94
YGL055W,94
YIL108W,94
YAR042W,94
YIL046W,94
YGL203C,94
YGL207W,94
YHL011C,94
YBR176W,94
YNL051W,94
YJL132W,94
YDR204W,94
YLR437C,94
YER158W-A,94
YNL129W,94
YJR132W,94
YLR454W,94
YGR169C-A,94
YPL235W,94
YDR539W,94
YPL230W,94
YPL190C,94
YML081W,95
YOR039W,95
YNL289W,95
YDR451C,95
YIL117C,95
YMR121C,95
YDR379W,95
YML065W,95
YBR215W,95
YGR227W,95
YPR103W,95
YNL137C,95
YPR094W,95
YGR233C,95
YGR257C,95
YJL166W,95
YHR152W,95
YER010C,95
YIL033C,95
YLR427W,95
YGL161C,95
YBL029C-A,95
YOR113W,95
YER018C,95
YHR136C,95
YPL036W,96
YDR229W,96
YJL146W,96
YPL162C,96
YNR052C,96
YCL017C,96
YJL160C,96
YOR273C,96
YMR234W,96
YGR153W,96
YKR031C,96
YLL022C,96
YDR017C,96
YDR490C,96
YOR064C,96
YOL012C,96
YNL276C,96
YLR253W,96
YOR293C-A,96
YDR022C,96
YOL039W,97
YGL164C,97
YBR172C,97
YOR359W,97
YOR336W,97
YJL057C,97
YDR466W,97
YDR434W,97
YPL257W,97
YOR335C,97
YML038C,97
YOR094W,97
YDR354W,97
YLR205C,97
YMR164C,98
YML076C,98
YER049W,98
YGR221C,98
YPR022C,98
YDR121W,98
YDR516C,98
YGR244C,98
YNL272C,98
YNR031C,98
YDR540C,98
YAL034C,98
YNL249C,98
YNL185C,99
YLL039C,99
YGL123W,99
YPL135W,99
YPL210C,99
YGL039W,99
YJL059W,99
YPR105C,99
YML029W,99
YJL106W,99
YBR211C,99
YDR259C,99
YBR057C,99
YER053C,99
YOR232W,99
YKL138C,99
YOR347C,99
YJL121C,100
YOL060C,100
YJL099W,100
YOR084W,100
YLL040C,100
YGR100W,100
YNR011C,100
YGR187C,100
YPR179C,100
YHR004C,100
YPR074C,100
YDL235C,100
YHR102W,100
YKL015W,100
YPL117C,100
YIL151C,101
YPL088W,101
YLR414C,101
YMR207C,101
YPL267W,101
YKL112W,101
YML101C,101
YLL004W,101
YGL154C,101
YOR338W,101
YBR069C,101
YNL097C-B,101
YHR043C,101
YBL054W,101
YBR006W,101
YER116C,101
YBL061C,101
YML027W,102
YDR065W,102
YEL044W,102
YNL201C,102
YJL193W,102
YLR129W,102
YMR041C,102
YDR352W,102
YLR011W,102
YOR341W,102
YER046W,102
YBR126W-B,102
YNL257C,102
YNL200C,102
YJL019W,102
YDR265W,103
YDL195W,103
YGL101W,103
YMR267W,103
YJR103W,103
YKL135C,103
YDR345C,103
YDL063C,103
YMR127C,103
YPR009W,103
YIL106W,103
YNL213C,103
YHL043W,104
YAL019W,104
YGR195W,104
YPL049C,104
YLR107W,104
YNR001C,104
YDR063W,104
YOR261C,105
YOR052C,105
YMR200W,105
YOR308C,105
YOR020W-A,105
YLR070C,105
YGR018C,105
YDR214W,105
YLR206W,105
YDR185C,105
YPR011C,105
YLR300W,105
YEL026W,105
YDR113C,105
YIL118W,105
YMR103C,105
YNL239W,105
YGR130C,106
YNR050C,106
YMR055C,106
YGR245C,106
YIL029C,106
YNL123W,106
YPL273W,106
YCR013C,106
YER020W,106
YGL184C,106
YDR395W,106
YLL028W,107
YDR086C,107
YNR045W,107
YNR004W,107
YJR082C,107
YBL093C,107
YMR229C,107
YMR182C,107
YMR013C,107
YBR015C,107
YHR020W,108
YGL121C,108
YPL063W,108
YML102W,108
YOL159C-A,108
YGL083W,108
YBR140C,108
YOR124C,108
YHR120W,108
YPL149W,108
YML116W,108
YLR276C,108
YKR076W,108
YER027C,108
YOR213C,108
YKL056C,109
YKR011C,109
YNL162W-A,109
YAL053W,109
YDR507C,109
YHR209W,109
YGR086C,109
YDR007W,109
YDR096W,109
YDR089W,109
YFR033C,109
YPL170W,109
YDL171C,110
YMR098C,110
YAR008W,110
YLR154W-C,110
YKL042W,110
YML128C,110
YNL077W,110
YOR355W,110
YER180C,110
YDL003W,111
YBL029W,111
YPL150W,111
YGR210C,111
YAL028W,111
YGR152C,111
YHR135C,111
YPR024W,111
YIL022W,111
YMR318C,111
YBR164C,111
YBR154C,111
YDR482C,111
YMR301C,111
YOL020W,111
YHL034C,112
YBL024W,112
YPL045W,112
YGR088W,112
YIL035C,112
YLR103C,112
YGL002W,112
YER019W,112
YGL178W,112
YDR362C,112
YLR023C,112
YIL095W,112
YJL110C,112
YLL054C,113
YBL022C,113
YOR176W,113
YOR344C,113
YLR326W,113
YKL198C,113
YBR021W,113
YGR127W,113
YIL136W,113
YML119W,114
YKR050W,114
YMR201C,114
YDR379C-A,114
YJL155C,114
YGR205W,114
YBR187W,114
YNL037C,114
YIL074C,114
YDR083W,114
YDR027C,114
YMR026C,114
YHR129C,114
YGR047C,114
YPR127W,114
YDL073W,115
YLR432W,115
YDR005C,115
YPR010C-A,115
YER066W,115
YFR039C,115
YPL272C,115
YKR010C,115
YEL022W,115
YPL253C,115
YDR090C,115
YIL119C,116
YDL089W,116
YJL174W,116
