Systematic Name,Standard Name,disease,Evidence Code,Reference,term_link,gene_link
YDL003W,MCD1,Cornelia de Lange syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/20451387' target='_blank'>PMID:20451387</a>,<a href='https://www.yeastgenome.org/disease/DOID:11725' target='_blank'>Cornelia de Lange syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL003W/disease' target='_blank'>YDL003W</a>
YDL003W,MCD1,Roberts syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/20451387' target='_blank'>PMID:20451387</a>,<a href='https://www.yeastgenome.org/disease/DOID:5325' target='_blank'>Roberts syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL003W/disease' target='_blank'>YDL003W</a>
YDL015C,TSC13,non-syndromic intellectual disability,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/24220030' target='_blank'>PMID:24220030</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050889' target='_blank'>non-syndromic intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YDL015C/disease' target='_blank'>YDL015C</a>
YDL015C,TSC13,non-syndromic intellectual disability,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24220030' target='_blank'>PMID:24220030</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050889' target='_blank'>non-syndromic intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YDL015C/disease' target='_blank'>YDL015C</a>
YDL028C,MPS1,bipolar disorder,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:3312' target='_blank'>bipolar disorder</a>,<a href='https://www.yeastgenome.org/locus/YDL028C/disease' target='_blank'>YDL028C</a>
YDL028C,MPS1,bipolar disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:3312' target='_blank'>bipolar disorder</a>,<a href='https://www.yeastgenome.org/locus/YDL028C/disease' target='_blank'>YDL028C</a>
YDL033C,SLM3,MERRF syndrome,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/15509579' target='_blank'>PMID:15509579</a>,<a href='https://www.yeastgenome.org/disease/DOID:310' target='_blank'>MERRF syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL033C/disease' target='_blank'>YDL033C</a>
YDL033C,SLM3,MERRF syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/15509579' target='_blank'>PMID:15509579</a>,<a href='https://www.yeastgenome.org/disease/DOID:310' target='_blank'>MERRF syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL033C/disease' target='_blank'>YDL033C</a>
YDL040C,NAT1,autism spectrum disorder,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060041' target='_blank'>autism spectrum disorder</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL040C,NAT1,autism spectrum disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060041' target='_blank'>autism spectrum disorder</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL040C,NAT1,intellectual disability,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:1059' target='_blank'>intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL040C,NAT1,intellectual disability,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:1059' target='_blank'>intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL040C,NAT1,congenital heart disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:1682' target='_blank'>congenital heart disease</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL040C,NAT1,congenital heart disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29656860' target='_blank'>PMID:29656860</a>,<a href='https://www.yeastgenome.org/disease/DOID:1682' target='_blank'>congenital heart disease</a>,<a href='https://www.yeastgenome.org/locus/YDL040C/disease' target='_blank'>YDL040C</a>
YDL042C,SIR2,prostate cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:10283' target='_blank'>prostate cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,prostate cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:10283' target='_blank'>prostate cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,Alzheimer's disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:10652' target='_blank'>Alzheimer's disease</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,Alzheimer's disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:10652' target='_blank'>Alzheimer's disease</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,Parkinson's disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:14330' target='_blank'>Parkinson's disease</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,Parkinson's disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:14330' target='_blank'>Parkinson's disease</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,diabetes mellitus,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:9351' target='_blank'>diabetes mellitus</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL042C,SIR2,diabetes mellitus,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24349441' target='_blank'>PMID:24349441</a>,<a href='https://www.yeastgenome.org/disease/DOID:9351' target='_blank'>diabetes mellitus</a>,<a href='https://www.yeastgenome.org/locus/YDL042C/disease' target='_blank'>YDL042C</a>
YDL045C,FAD1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL045C/disease' target='_blank'>YDL045C</a>
YDL045C,FAD1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL045C/disease' target='_blank'>YDL045C</a>
YDL046W,NPC2,Niemann-Pick disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/16278452' target='_blank'>PMID:16278452</a>,<a href='https://www.yeastgenome.org/disease/DOID:14504' target='_blank'>Niemann-Pick disease</a>,<a href='https://www.yeastgenome.org/locus/YDL046W/disease' target='_blank'>YDL046W</a>
YDL046W,NPC2,Niemann-Pick disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/16278452' target='_blank'>PMID:16278452</a>,<a href='https://www.yeastgenome.org/disease/DOID:14504' target='_blank'>Niemann-Pick disease</a>,<a href='https://www.yeastgenome.org/locus/YDL046W/disease' target='_blank'>YDL046W</a>
YDL064W,UBC9,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL064W/disease' target='_blank'>YDL064W</a>
YDL064W,UBC9,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL064W/disease' target='_blank'>YDL064W</a>
YDL066W,IDP1,high grade glioma,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/27427385' target='_blank'>PMID:27427385</a>,<a href='https://www.yeastgenome.org/disease/DOID:3070' target='_blank'>high grade glioma</a>,<a href='https://www.yeastgenome.org/locus/YDL066W/disease' target='_blank'>YDL066W</a>
YDL066W,IDP1,high grade glioma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27427385' target='_blank'>PMID:27427385</a>,<a href='https://www.yeastgenome.org/disease/DOID:3070' target='_blank'>high grade glioma</a>,<a href='https://www.yeastgenome.org/locus/YDL066W/disease' target='_blank'>YDL066W</a>
YDL102W,POL3,endometrial cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25827231' target='_blank'>PMID:25827231</a>,<a href='https://www.yeastgenome.org/disease/DOID:1380' target='_blank'>endometrial cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL102W/disease' target='_blank'>YDL102W</a>
YDL102W,POL3,colorectal cancer,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25827231' target='_blank'>PMID:25827231</a>,<a href='https://www.yeastgenome.org/disease/DOID:9256' target='_blank'>colorectal cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL102W/disease' target='_blank'>YDL102W</a>
YDL102W,POL3,colorectal cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25827231' target='_blank'>PMID:25827231</a>,<a href='https://www.yeastgenome.org/disease/DOID:9256' target='_blank'>colorectal cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL102W/disease' target='_blank'>YDL102W</a>
YDL108W,KIN28,primary congenital glaucoma,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050593' target='_blank'>primary congenital glaucoma</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,primary congenital glaucoma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050593' target='_blank'>primary congenital glaucoma</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,brachydactyly type A2,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110965' target='_blank'>brachydactyly type A2</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,brachydactyly type A2,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110965' target='_blank'>brachydactyly type A2</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,essential hypertension,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:10825' target='_blank'>essential hypertension</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,essential hypertension,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:10825' target='_blank'>essential hypertension</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,breast cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:1612' target='_blank'>breast cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,breast cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:1612' target='_blank'>breast cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,type 2 diabetes mellitus,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:9352' target='_blank'>type 2 diabetes mellitus</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,type 2 diabetes mellitus,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:9352' target='_blank'>type 2 diabetes mellitus</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,hypoglycemia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:9993' target='_blank'>hypoglycemia</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL108W,KIN28,hypoglycemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:9993' target='_blank'>hypoglycemia</a>,<a href='https://www.yeastgenome.org/locus/YDL108W/disease' target='_blank'>YDL108W</a>
YDL119C,HEM25,sideroblastic anemia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27476175' target='_blank'>PMID:27476175</a>,<a href='https://www.yeastgenome.org/disease/DOID:8955' target='_blank'>sideroblastic anemia</a>,<a href='https://www.yeastgenome.org/locus/YDL119C/disease' target='_blank'>YDL119C</a>
YDL119C,HEM25,sideroblastic anemia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28404662' target='_blank'>PMID:28404662</a>,<a href='https://www.yeastgenome.org/disease/DOID:8955' target='_blank'>sideroblastic anemia</a>,<a href='https://www.yeastgenome.org/locus/YDL119C/disease' target='_blank'>YDL119C</a>
YDL119C,HEM25,sideroblastic anemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27476175' target='_blank'>PMID:27476175</a>,<a href='https://www.yeastgenome.org/disease/DOID:8955' target='_blank'>sideroblastic anemia</a>,<a href='https://www.yeastgenome.org/locus/YDL119C/disease' target='_blank'>YDL119C</a>
YDL119C,HEM25,sideroblastic anemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28404662' target='_blank'>PMID:28404662</a>,<a href='https://www.yeastgenome.org/disease/DOID:8955' target='_blank'>sideroblastic anemia</a>,<a href='https://www.yeastgenome.org/locus/YDL119C/disease' target='_blank'>YDL119C</a>
YDL120W,YFH1,Friedreich ataxia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/11030757' target='_blank'>PMID:11030757</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/15282205' target='_blank'>PMID:15282205</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/9241271' target='_blank'>PMID:9241271</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/17027502' target='_blank'>PMID:17027502</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/21782979' target='_blank'>PMID:21782979</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/22200491' target='_blank'>PMID:22200491</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/22706278' target='_blank'>PMID:22706278</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/24433162' target='_blank'>PMID:24433162</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/26523199' target='_blank'>PMID:26523199</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/27026703' target='_blank'>PMID:27026703</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28918000' target='_blank'>PMID:28918000</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/11030757' target='_blank'>PMID:11030757</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/15282205' target='_blank'>PMID:15282205</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/17027502' target='_blank'>PMID:17027502</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/21782979' target='_blank'>PMID:21782979</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/22200491' target='_blank'>PMID:22200491</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/22706278' target='_blank'>PMID:22706278</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24433162' target='_blank'>PMID:24433162</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25996596' target='_blank'>PMID:25996596</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26523199' target='_blank'>PMID:26523199</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27026703' target='_blank'>PMID:27026703</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28918000' target='_blank'>PMID:28918000</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,Friedreich ataxia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/9241271' target='_blank'>PMID:9241271</a>,<a href='https://www.yeastgenome.org/disease/DOID:12705' target='_blank'>Friedreich ataxia</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,iron metabolism disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/15130665' target='_blank'>PMID:15130665</a>,<a href='https://www.yeastgenome.org/disease/DOID:2351' target='_blank'>iron metabolism disease</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL120W,YFH1,iron metabolism disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/15130665' target='_blank'>PMID:15130665</a>,<a href='https://www.yeastgenome.org/disease/DOID:2351' target='_blank'>iron metabolism disease</a>,<a href='https://www.yeastgenome.org/locus/YDL120W/disease' target='_blank'>YDL120W</a>
YDL125C,HNT1,Gamstorp-Wohlfart syndrome,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/22961002' target='_blank'>PMID:22961002</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050526' target='_blank'>Gamstorp-Wohlfart syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL125C/disease' target='_blank'>YDL125C</a>
YDL125C,HNT1,Gamstorp-Wohlfart syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/22961002' target='_blank'>PMID:22961002</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050526' target='_blank'>Gamstorp-Wohlfart syndrome</a>,<a href='https://www.yeastgenome.org/locus/YDL125C/disease' target='_blank'>YDL125C</a>
YDL126C,CDC48,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/22728077' target='_blank'>PMID:22728077</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050881' target='_blank'>inclusion body myopathy with Paget disease of bone and frontotemporal dementia</a>,<a href='https://www.yeastgenome.org/locus/YDL126C/disease' target='_blank'>YDL126C</a>
YDL126C,CDC48,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/22728077' target='_blank'>PMID:22728077</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050881' target='_blank'>inclusion body myopathy with Paget disease of bone and frontotemporal dementia</a>,<a href='https://www.yeastgenome.org/locus/YDL126C/disease' target='_blank'>YDL126C</a>
YDL147W,RPN5,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL147W/disease' target='_blank'>YDL147W</a>
YDL147W,RPN5,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL147W/disease' target='_blank'>YDL147W</a>
YDL148C,NOP14,oligohydramnios,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29440706' target='_blank'>PMID:29440706</a>,<a href='https://www.yeastgenome.org/disease/DOID:12215' target='_blank'>oligohydramnios</a>,<a href='https://www.yeastgenome.org/locus/YDL148C/disease' target='_blank'>YDL148C</a>
YDL164C,CDC9,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL164C/disease' target='_blank'>YDL164C</a>
YDL164C,CDC9,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YDL164C/disease' target='_blank'>YDL164C</a>
